Date,Season,HomeTeam,AwayTeam,FTR,Target,B365H,B365D,B365A,Home_Elo_Calc,Away_Elo_Calc,Elo_Diff,Home_Market_Value,Away_Market_Value,Log_Value_Diff,Diff_FIFA_Ova,Diff_FIFA_Mid,Diff_FIFA_Def,Diff_FIFA_Att,Home_Streak_L5,Away_Streak_L5,Home_H2H_L3,Away_H2H_L3
2015-01-04,2014,Valencia,Real Madrid,H,2,5.5,4.33,1.57,1593.3745596854776,1809.9778087515015,-216.60324906602386,230.0,787.8,-1.2280950927666323,-7,-6,-6,-12,0,5,0.3333333333333333,2.3333333333333335
2015-01-05,2014,Cordoba,Granada,H,2,2.6,3.0,3.0,1449.7484181186553,1417.1654024266936,32.58301569196169,50.9,57.48,-0.11936602526968043,0,0,0,0,-1,-2,1.5,1.5
2015-01-09,2014,Levante,La Coruna,D,1,2.1,3.1,3.75,1467.904304128466,1423.9878444030876,43.916459725378445,42.4,53.4,-0.22590471275553758,0,0,0,0,-2,-1,2.0,1.0
2015-01-10,2014,Real Madrid,Espanol,H,2,1.08,11.0,29.0,1790.1245050782159,1449.8943988535557,340.2301062246602,787.8,51.3,2.7135164322175482,9,8,7,13,3,1,2.3333333333333335,0.3333333333333333
2015-01-10,2014,Malaga,Villarreal,D,1,3.0,3.2,2.5,1553.150475479826,1599.2826805591478,-46.13220507932192,82.8,77.3,0.06788540449127911,1,-2,1,0,1,4,1.3333333333333333,1.3333333333333333
2015-01-10,2014,Celta,Valencia,D,1,2.7,3.2,2.7,1486.3757164649535,1613.2278633587632,-126.85214689380973,49.9,230.0,-1.5125547869653162,-2,-2,-1,-1,-5,2,1.0,2.0
2015-01-10,2014,Eibar,Getafe,H,2,2.3,3.1,3.4,1531.8984377065099,1444.9410685877742,86.95736911873564,29.4,55.9,-0.626852732720109,0,0,1,1,2,-2,1.5,1.5
2015-01-11,2014,Almeria,Sevilla,A,0,4.75,3.4,1.85,1436.9881468748806,1626.7974268041462,-189.80927992926559,36.45,166.75,-1.4994680658885629,-1,0,0,-3,-1,2,0.0,3.0
2015-01-11,2014,Ath Bilbao,Elche,A,0,1.53,3.8,7.5,1547.3760544904453,1406.813512533796,140.56254195664928,10.0,44.6,-1.4220124437219699,1,3,0,2,-2,-4,1.0,1.0
2015-01-11,2014,Barcelona,Ath Madrid,H,2,1.57,4.33,5.5,1766.6798912154,1733.7814937236428,32.89839749175712,603.8,308.8,0.6689708968825547,9,11,9,9,2,3,1.6666666666666667,0.6666666666666666
2015-01-11,2014,Granada,Sociedad,D,1,2.8,3.1,2.7,1407.62690475292,1534.7275519789357,-127.10064722601578,57.48,96.8,-0.5142397615992484,-2,-1,-1,-5,-3,1,0.6666666666666666,1.6666666666666667
2015-01-12,2014,Vallecano,Cordoba,A,0,1.67,3.75,5.5,1472.995902216507,1459.286915792429,13.70898642407792,46.1,50.9,-0.09704578914947071,0,0,0,0,-1,0,1.5,1.5
2015-01-16,2014,Cordoba,Eibar,D,1,2.6,3.0,3.0,1479.0280455452348,1539.5251371790337,-60.497091633798846,50.9,29.4,0.534876181759667,0,0,0,0,2,2,1.5,1.5
2015-01-17,2014,Espanol,Celta,H,2,2.7,3.25,2.7,1447.6894796720187,1487.5327140814118,-39.84323440939306,51.3,49.9,0.027133447514400277,0,0,0,0,-1,-4,1.3333333333333333,1.3333333333333333
2015-01-17,2014,Sociedad,Vallecano,A,0,1.91,3.5,4.2,1533.5598901610879,1453.254772463701,80.30511769738678,96.8,46.1,0.7306515760183996,2,1,1,5,0,-3,1.0,2.0
2015-01-17,2014,Valencia,Almeria,H,2,1.33,5.0,10.0,1612.070865742305,1425.781412919714,186.28945282259087,230.0,36.45,1.8194110005585649,2,2,1,1,3,-1,1.3333333333333333,1.3333333333333333
2015-01-17,2014,Villarreal,Ath Bilbao,H,2,1.67,3.8,5.5,1601.58988244554,1523.3832820092916,78.20660043624844,77.3,10.0,1.9626523301983871,-1,-3,0,-2,3,-4,0.6666666666666666,1.6666666666666667
2015-01-18,2014,Ath Madrid,Granada,H,2,1.18,7.0,17.0,1724.2548031958186,1408.7945665707678,315.4602366250508,308.8,57.48,1.6672421125412447,0,0,0,0,1,-2,3.0,0.0
2015-01-18,2014,Elche,Levante,H,2,2.2,3.2,3.6,1430.8062850149497,1462.0234930749111,-31.217208059961422,44.6,42.4,0.049448275413981335,0,0,0,0,-2,-1,0.5,2.0
2015-01-18,2014,Getafe,Real Madrid,A,0,13.0,6.5,1.22,1437.3143691152504,1792.3294242597528,-355.0150551445024,55.9,787.8,-2.6292174621561406,-9,-8,-8,-14,-2,3,0.0,3.0
2015-01-18,2014,La Coruna,Barcelona,A,0,15.0,7.5,1.18,1429.8686554566425,1776.2065817432242,-346.3379262865817,53.4,603.8,-2.408533671003426,-9,-11,-9,-9,0,2,0.3333333333333333,2.3333333333333335
2015-01-18,2014,Sevilla,Malaga,H,2,1.73,3.6,5.25,1638.0041607593128,1550.8432735934337,87.1608871658791,166.75,82.8,0.6940417683637543,0,2,-1,3,4,2,0.6666666666666666,1.6666666666666667
2015-01-24,2014,Sociedad,Eibar,H,2,1.75,3.6,4.75,1511.406437874231,1541.223303528941,-29.81686565471,96.8,29.4,1.1684819686285959,2,1,1,5,0,1,0.0,3.0
2015-01-24,2014,Villarreal,Levante,H,2,1.29,5.0,11.0,1609.5066265039632,1449.9548876702681,159.55173883369503,77.3,42.4,0.5900881618903986,0,0,0,0,3,-2,3.0,0.0
2015-01-24,2014,Elche,Barcelona,A,0,19.0,7.0,1.17,1442.8748904195927,1782.0556758618902,-339.1807854422975,44.6,603.8,-2.584990108344982,-9,-11,-9,-9,0,2,0.3333333333333333,2.3333333333333335
2015-01-24,2014,Ath Madrid,Vallecano,H,2,1.25,6.0,12.0,1726.7693106767656,1475.408224750558,251.36108592620758,308.8,46.1,1.8836539269603958,0,0,0,0,1,-1,2.3333333333333335,0.3333333333333333
2015-01-24,2014,Cordoba,Real Madrid,A,0,21.0,8.0,1.14,1477.3298791953275,1797.9468981244595,-320.617018929132,50.9,787.8,-2.7211940131165826,-9,-8,-7,-13,1,3,0.0,3.0
2015-01-25,2014,Valencia,Sevilla,H,2,2.2,3.3,3.4,1616.9121897598475,1645.624198625304,-28.712008865456482,230.0,166.75,0.319942934670002,1,2,1,-2,4,4,1.6666666666666667,0.6666666666666666
2015-01-25,2014,La Coruna,Granada,D,1,2.2,3.2,3.4,1424.0195613379765,1406.2800590898207,17.73950224815576,53.4,57.48,-0.07232066157962658,0,0,0,0,0,-3,0.3333333333333333,2.3333333333333335
2015-01-25,2014,Ath Bilbao,Malaga,D,1,2.05,3.2,3.75,1515.4665379508685,1543.2232357274424,-27.7566977765739,10.0,82.8,-2.0305377346896663,0,5,-1,2,-4,0,2.0,1.0
2015-01-25,2014,Espanol,Almeria,H,2,1.7,3.5,5.25,1460.1179496049197,1420.9400889021715,39.17786070274815,51.3,36.45,0.33398966110764894,0,0,0,0,1,-1,0.6666666666666666,1.6666666666666667
2015-01-26,2014,Getafe,Celta,H,2,2.88,3.2,2.5,1431.6968952505438,1475.1042441485108,-43.40734889796704,55.9,49.9,0.11143241757580791,0,0,-1,-1,-3,-4,1.3333333333333333,1.3333333333333333
2015-01-30,2014,Vallecano,La Coruna,A,0,1.75,3.5,5.25,1471.9027030674451,1419.1223837737512,52.78031929369399,46.1,53.4,-0.14409115283952456,0,0,0,0,-1,-1,1.6666666666666667,0.6666666666666666
2015-01-31,2014,Celta,Cordoba,H,2,1.44,4.2,8.5,1462.5261635635923,1470.7520262988905,-8.225862735298278,49.9,50.9,-0.019455866615365913,0,0,0,0,-4,0,1.0,1.0
2015-01-31,2014,Eibar,Ath Madrid,A,0,6.5,3.8,1.57,1529.2128007211934,1730.2748323598785,-201.06203163868508,29.4,308.8,-2.321484319570592,0,0,0,0,0,3,0.0,3.0
2015-01-31,2014,Granada,Elche,H,2,1.95,3.25,4.33,1411.177236654046,1436.8293579501683,-25.652121296122232,57.48,44.6,0.24877709892118283,0,0,0,0,-2,0,2.3333333333333335,0.3333333333333333
2015-01-31,2014,Real Madrid,Sociedad,H,2,1.18,7.0,17.0,1804.5247510208965,1523.4169406819785,281.10781033891794,787.8,96.8,2.0875882262476537,7,7,6,8,3,1,2.0,1.0
2015-02-01,2014,Sevilla,Espanol,H,2,1.62,3.8,6.0,1633.6594724691568,1469.4111947015228,164.2482777676339,166.75,51.3,1.165478404780914,1,0,0,3,2,1,3.0,0.0
2015-02-01,2014,Levante,Ath Bilbao,A,0,3.3,3.1,2.38,1444.4556731583386,1512.3917308948664,-67.9360577365278,42.4,10.0,1.3725641683079886,-1,-3,0,-2,-3,-4,0.0,3.0
2015-02-01,2014,Almeria,Getafe,H,2,2.38,3.1,3.3,1411.6468438055683,1444.2749758354623,-32.628132029894005,36.45,55.9,-0.41828863116905657,0,0,1,1,-1,-2,1.3333333333333333,1.3333333333333333
2015-02-01,2014,Barcelona,Villarreal,H,2,1.2,7.0,13.0,1788.1012083313146,1615.0058410158927,173.09536731542198,603.8,77.3,2.044350221868565,9,11,9,9,3,3,3.0,0.0
2015-02-02,2014,Malaga,Valencia,H,2,2.63,3.2,2.8,1546.2980427834445,1628.8769159159947,-82.57887313255014,82.8,230.0,-1.0139847030337563,-1,-4,0,-1,-1,4,0.3333333333333333,2.3333333333333335
2015-02-04,2014,Real Madrid,Sevilla,H,2,1.29,6.0,10.0,1807.5339209618369,1639.038304237005,168.49561672483196,787.8,166.75,1.5480380274366343,8,8,7,10,3,3,2.0,1.0
2015-02-06,2014,La Coruna,Eibar,H,2,2.15,3.25,3.6,1440.3237813795176,1518.4569679215322,-78.13318654201453,53.4,29.4,0.5819215454497209,0,0,0,0,1,0,3.0,0.0
2015-02-07,2014,Ath Madrid,Real Madrid,H,2,2.88,3.4,2.45,1741.0306651595397,1812.8056663015202,-71.77500114198051,308.8,787.8,-0.9345858753056575,-9,-8,-7,-13,3,5,2.3333333333333335,0.3333333333333333
2015-02-07,2014,Levante,Malaga,H,2,3.4,3.1,2.3,1428.0752781983444,1560.546541984795,-132.47126378645066,42.4,82.8,-0.6579735663816777,-1,2,-1,0,-4,-1,1.3333333333333333,1.3333333333333333
2015-02-07,2014,Sociedad,Celta,D,1,2.5,3.25,2.9,1520.4077707410381,1473.653606954717,46.754163786321215,96.8,49.9,0.6530616534842948,2,1,1,5,0,-2,1.6666666666666667,0.6666666666666666
2015-02-07,2014,Villarreal,Granada,H,2,1.3,5.25,11.0,1609.84816750732,1423.0154947288065,186.8326727785136,77.3,57.48,0.2918627875552344,0,0,0,0,1,-1,1.3333333333333333,1.3333333333333333
2015-02-08,2014,Cordoba,Almeria,A,0,2.25,3.1,3.5,1459.624582907766,1423.774083493637,35.85049941412899,50.9,36.45,0.3263120802086146,0,0,0,0,0,-1,1.0,1.0
2015-02-08,2014,Getafe,Sevilla,H,2,3.8,3.3,2.05,1432.1477361473937,1633.7665588973216,-201.61882274992786,55.9,166.75,-1.0811794347195063,-1,0,-1,-4,-3,1,1.0,2.0
2015-02-08,2014,Ath Bilbao,Barcelona,A,0,9.0,5.25,1.33,1528.7721258548606,1793.2588818398872,-264.48675598502655,10.0,603.8,-4.007002552066952,-8,-8,-9,-7,-2,3,1.0,2.0
2015-02-08,2014,Espanol,Valencia,A,0,2.8,3.2,2.63,1464.0323629336747,1614.6284167146441,-150.59605378096944,51.3,230.0,-1.485421339450916,-2,-2,-1,-1,-1,2,1.3333333333333333,1.3333333333333333
2015-02-09,2014,Elche,Vallecano,H,2,2.6,3.2,2.8,1424.9910998754078,1450.7013054616787,-25.71020558627083,44.6,46.1,-0.03236528450203169,0,0,0,0,0,-1,2.0,1.0
2015-02-13,2014,Almeria,Sociedad,D,1,2.45,3.2,3.0,1444.35753195398,1514.4236105037214,-70.0660785497414,36.45,96.8,-0.9599178670775435,-2,-1,-1,-5,-1,-1,2.0,1.0
2015-02-14,2014,Real Madrid,La Coruna,H,2,1.08,13.0,21.0,1799.0215638104191,1454.3809597144855,344.64060409593367,787.8,53.4,2.6741486494265287,9,8,7,13,3,1,3.0,0.0
2015-02-14,2014,Granada,Ath Bilbao,D,1,2.9,3.1,2.63,1418.1868531307487,1520.3866350310823,-102.19978190033362,57.48,10.0,1.6707895426431527,-1,-3,0,-2,-1,-2,2.0,1.0
2015-02-14,2014,Malaga,Espanol,A,0,2.1,3.3,3.75,1544.1487123587804,1451.2014582761203,92.94725408266004,82.8,51.3,0.4714366364171596,1,-2,1,0,-1,-1,0.6666666666666666,1.6666666666666667
2015-02-14,2014,Sevilla,Cordoba,H,2,1.36,5.0,9.0,1614.5002876066405,1439.0411344474228,175.45915315921775,166.75,50.9,1.1731559856799483,1,0,0,3,-1,-2,3.0,0.0
2015-02-15,2014,Celta,Ath Madrid,H,2,3.8,3.25,2.1,1479.6377671920336,1754.8147676506408,-275.17700045860715,49.9,308.8,-1.806064004426291,0,0,0,0,-1,3,0.3333333333333333,2.3333333333333335
2015-02-15,2014,Barcelona,Levante,H,2,1.05,15.0,34.0,1801.6443726636655,1444.4731078243592,357.17126483930633,603.8,42.4,2.6344383837589636,9,11,9,9,5,-2,2.3333333333333335,0.3333333333333333
2015-02-15,2014,Valencia,Getafe,H,2,1.44,4.5,7.5,1627.4593213721985,1451.4140074380748,176.04531393412367,230.0,55.9,1.4011223693895083,2,2,2,2,2,-1,2.0,1.0
2015-02-15,2014,Vallecano,Villarreal,H,2,3.3,3.4,2.2,1438.860651017699,1614.676809105378,-175.816158087679,46.1,77.3,-0.5082746019743856,0,0,0,0,-3,2,0.0,3.0
2015-02-16,2014,Eibar,Elche,A,0,2.15,3.1,3.8,1504.3997895865643,1436.8317543193875,67.56803526717681,29.4,44.6,-0.4054651081081646,0,0,0,0,-2,1,3.0,0.0
2015-02-20,2014,Getafe,Espanol,H,2,2.4,3.1,3.25,1446.3284565537444,1473.7692106283673,-27.440754074622873,55.9,51.3,0.08429897006140763,0,0,-1,-1,-1,1,1.3333333333333333,1.3333333333333333
2015-02-21,2014,Ath Madrid,Almeria,H,2,1.2,6.5,15.0,1732.833561088347,1443.068368915074,289.76519217327314,308.8,36.45,2.1129202180195397,0,0,0,0,3,0,2.0,1.0
2015-02-21,2014,Barcelona,Malaga,A,0,1.11,10.0,21.0,1803.658170218884,1521.5809600065334,282.07721021235056,603.8,82.8,1.9764648173772859,8,13,8,9,5,-2,2.3333333333333335,0.3333333333333333
2015-02-21,2014,Cordoba,Valencia,A,0,4.33,3.25,1.95,1433.941316826778,1632.5448722565288,-198.60355542975094,50.9,230.0,-1.4930989203499503,-2,-2,-1,-1,-4,3,0.0,3.0
2015-02-21,2014,La Coruna,Celta,A,0,3.3,3.2,2.3,1452.2273481866064,1501.6189737543273,-49.391625567720894,53.4,49.9,0.06650123030541977,0,0,0,0,0,0,1.3333333333333333,1.3333333333333333
2015-02-22,2014,Sociedad,Sevilla,H,2,2.9,3.3,2.5,1515.7127735426275,1619.6001052272854,-103.88733168465797,96.8,166.75,-0.5395501988110194,1,1,1,2,-1,-1,0.3333333333333333,2.3333333333333335
2015-02-22,2014,Villarreal,Eibar,H,2,1.36,4.75,9.0,1596.4545471443585,1482.6785390055265,113.77600813883191,77.3,29.4,0.9461049945845819,0,0,0,0,1,-4,1.0,1.0
2015-02-22,2014,Ath Bilbao,Vallecano,H,2,1.91,3.5,4.2,1520.2916640811666,1457.0829129787185,63.208751102448105,10.0,46.1,-1.4543777282240016,1,3,0,2,-1,-1,2.0,1.0
2015-02-22,2014,Elche,Real Madrid,A,0,17.0,7.0,1.18,1458.5530049004253,1801.1751753382982,-342.6221704378729,44.6,787.8,-2.850605086768085,-9,-8,-7,-13,1,3,0.0,3.0
2015-02-23,2014,Levante,Granada,H,2,2.3,3.1,3.4,1442.4593102691408,1418.2818240806644,24.17748618847645,42.4,57.48,-0.29822537433516416,0,0,0,0,-3,-1,2.0,1.0
2015-02-27,2014,Espanol,Cordoba,H,2,1.57,3.8,6.5,1461.8570824662052,1423.0876462131296,38.76943625307558,51.3,50.9,0.007677580899034364,0,0,0,0,-1,-5,1.0,1.0
2015-02-28,2014,Vallecano,Levante,H,2,1.67,3.75,5.5,1448.652903310842,1452.3153301168113,-3.6624268059692895,46.1,42.4,0.08181355991601302,0,0,0,0,-3,-1,1.3333333333333333,1.3333333333333333
2015-02-28,2014,Malaga,Getafe,H,2,1.75,3.6,5.0,1548.5868641746215,1458.2405847159066,90.34627945871489,82.8,55.9,0.387137666355752,1,-2,2,1,0,1,1.0,2.0
2015-02-28,2014,Almeria,La Coruna,D,1,2.25,3.2,3.4,1440.1914594613527,1435.0577320446444,5.133727416708325,36.45,53.4,-0.37335744389866843,0,0,0,0,0,0,2.3333333333333335,0.3333333333333333
2015-02-28,2014,Granada,Barcelona,A,0,17.0,7.5,1.17,1408.4258042329939,1776.6522660507958,-368.2264618178019,57.48,603.8,-2.3362130094237994,-9,-11,-9,-9,-1,3,1.0,2.0
2015-03-01,2014,Sevilla,Ath Madrid,D,1,3.0,3.2,2.45,1604.4322826304349,1735.7104705420684,-131.2781879116335,166.75,308.8,-0.6134521521309768,1,0,0,3,-1,3,0.3333333333333333,2.3333333333333335
2015-03-01,2014,Eibar,Ath Bilbao,A,0,3.25,3.1,2.38,1475.8962126692147,1528.721673749043,-52.8254610798283,29.4,10.0,1.0165473356138053,-1,-3,0,-2,-5,1,1.0,1.0
2015-03-01,2014,Real Madrid,Villarreal,D,1,1.2,7.0,13.0,1807.125644210177,1603.2368734806703,203.88877072950663,787.8,77.3,2.3099652002916677,9,8,7,13,3,1,2.3333333333333335,0.3333333333333333
2015-03-01,2014,Valencia,Sociedad,H,2,1.57,4.0,6.0,1643.3985428701772,1530.880596139478,112.51794673069912,230.0,96.8,0.8594931334810214,0,1,0,-4,3,1,0.3333333333333333,2.3333333333333335
2015-03-02,2014,Celta,Elche,D,1,1.5,4.2,7.0,1518.7885898962893,1452.6025360285466,66.18605386774266,49.9,44.6,0.10995520703613648,0,0,0,0,2,-1,1.0,2.0
2015-03-06,2014,Levante,Eibar,H,2,2.05,3.3,4.0,1441.3711424089176,1458.871948620825,-17.500806211907275,42.4,29.4,0.35601683269418327,0,0,0,0,-1,-5,1.0,1.0
2015-03-07,2014,Ath Bilbao,Real Madrid,H,2,7.0,4.75,1.44,1545.7459377974328,1796.5696172085354,-250.8236794111026,10.0,787.8,-4.272617530490055,-8,-5,-7,-11,2,2,0.3333333333333333,2.3333333333333335
2015-03-07,2014,Elche,Almeria,H,2,2.05,3.4,3.8,1459.2760162342645,1435.7861181011954,23.48989813306912,44.6,36.45,0.19690100655711218,0,0,0,0,0,1,1.6666666666666667,0.6666666666666666
2015-03-07,2014,Granada,Malaga,H,2,2.9,3.2,2.6,1403.1473228821117,1556.1031379391702,-152.95581505705854,57.48,82.8,-0.35974819204651354,-1,2,-1,0,-2,1,1.0,2.0
2015-03-07,2014,La Coruna,Sevilla,A,0,3.8,3.4,2.05,1439.4630734048017,1605.7790341983612,-166.3159607935595,53.4,166.75,-1.1261106219898944,-1,0,0,-3,0,-2,0.0,3.0
2015-03-08,2014,Ath Madrid,Valencia,D,1,1.62,3.75,6.0,1734.363718974142,1650.2189577310694,84.14476124307271,308.8,230.0,0.2935092174609748,-2,-2,-1,-1,2,3,2.0,1.0
2015-03-08,2014,Barcelona,Vallecano,H,2,1.05,15.0,34.0,1781.930747401678,1459.5970910187357,322.3336563829423,603.8,46.1,2.5526248238429505,9,11,9,9,3,-1,3.0,0.0
2015-03-08,2014,Sociedad,Espanol,H,2,2.2,3.3,3.4,1524.0601812785858,1471.1654151462237,52.894766132362065,96.8,51.3,0.6259282059698945,2,1,1,5,-1,-1,2.0,1.0
2015-03-08,2014,Villarreal,Celta,H,2,1.95,3.5,4.0,1613.7929004823118,1512.1151096905714,101.67779079174034,77.3,49.9,0.43068467944028077,0,0,0,0,0,3,1.3333333333333333,1.3333333333333333
2015-03-09,2014,Cordoba,Getafe,A,0,2.4,3.1,3.2,1413.779313533111,1450.724310951358,-36.944997418246885,50.9,55.9,-0.091976550960442,0,0,1,1,-5,-1,1.0,1.0
2015-03-13,2014,Valencia,La Coruna,H,2,1.44,4.5,8.0,1657.4998028275797,1427.2918931865217,230.207909641058,230.0,53.4,1.4460535566598964,2,2,1,1,4,-2,1.3333333333333333,1.3333333333333333
2015-03-14,2014,Vallecano,Granada,H,2,2.0,3.3,4.0,1457.1722468485498,1420.4160675114579,36.75617933709191,46.1,57.48,-0.21641181441915114,0,0,0,0,-1,-2,2.0,1.0
2015-03-14,2014,Espanol,Ath Madrid,D,1,3.8,3.1,2.15,1462.3709087267414,1727.0828738776318,-264.71196515089036,51.3,308.8,-1.7789305569118907,0,0,0,0,-1,1,1.0,2.0
2015-03-14,2014,Eibar,Barcelona,A,0,19.0,8.5,1.14,1447.3682595800033,1784.355591571864,-336.98733199186063,29.4,603.8,-2.990455216453147,-9,-11,-9,-9,-5,3,0.0,3.0
2015-03-14,2014,Celta,Ath Bilbao,A,0,2.1,3.4,3.6,1504.9602721899103,1566.8771363486553,-61.91686415874506,49.9,10.0,1.5319676507581064,-1,-3,0,-2,1,2,0.6666666666666666,1.6666666666666667
2015-03-15,2014,Almeria,Villarreal,D,1,4.0,3.3,2.0,1425.9038860278622,1620.947737982973,-195.04385195511077,36.45,77.3,-0.7375408930335294,0,0,0,0,-1,2,0.0,3.0
2015-03-15,2014,Malaga,Cordoba,H,2,1.57,3.75,7.0,1538.834393309824,1396.0865102504067,142.7478830594173,82.8,50.9,0.47911421731619397,1,-2,1,0,-1,-5,3.0,0.0
2015-03-15,2014,Real Madrid,Levante,H,2,1.06,13.0,34.0,1775.438418657313,1452.8748314497393,322.5635872075736,787.8,42.4,2.9000533621820663,9,8,7,13,0,1,3.0,0.0
2015-03-15,2014,Sevilla,Elche,H,2,1.4,4.75,8.0,1617.950214416641,1469.1582483075977,148.79196610904341,166.75,44.6,1.3025670593314507,1,0,0,3,0,2,2.3333333333333335,0.3333333333333333
2015-03-16,2014,Getafe,Sociedad,A,0,2.3,3.2,3.3,1468.4171142340622,1532.8546876980681,-64.43757346400594,55.9,96.8,-0.5416292359084869,-2,-1,-2,-6,1,1,1.3333333333333333,1.3333333333333333
2015-03-20,2014,Elche,Valencia,A,0,3.8,3.4,2.0,1463.3753855259376,1661.4002413441665,-198.02485581822884,44.6,230.0,-1.6225099940014527,-2,-2,-1,-1,0,4,1.0,2.0
2015-03-21,2014,Vallecano,Malaga,H,2,2.5,3.4,2.8,1466.555147461606,1544.7814109325334,-78.22626347092728,46.1,82.8,-0.5761600064656647,-1,2,-1,0,1,1,1.0,2.0
2015-03-21,2014,Levante,Celta,A,0,3.3,3.3,2.25,1450.4529357209587,1488.3226443951055,-37.86970867414675,42.4,49.9,-0.15940348245011782,0,0,0,0,-1,0,1.0,2.0
2015-03-21,2014,Ath Madrid,Getafe,H,2,1.33,5.0,10.0,1720.460534549454,1451.8871004171717,268.5734341322823,308.8,55.9,1.694631586850483,0,0,1,1,0,-1,3.0,0.0
2015-03-21,2014,Granada,Eibar,D,1,1.95,3.25,4.33,1411.0331668984015,1441.2615459075794,-30.228379009177843,57.48,29.4,0.6542422070293474,0,0,0,0,-2,-5,1.0,1.0
2015-03-21,2014,Ath Bilbao,Almeria,H,2,1.5,4.0,7.5,1583.51476414346,1429.9078754311615,153.60688871229854,10.0,36.45,-1.2251114371648577,1,3,0,2,4,-2,2.3333333333333335,0.3333333333333333
2015-03-22,2014,Barcelona,Real Madrid,H,2,1.67,4.5,4.5,1790.4623052442878,1777.8603143860935,12.601990858194313,603.8,787.8,-0.2656149784231028,0,3,2,-4,3,2,2.0,1.0
2015-03-22,2014,La Coruna,Espanol,D,1,2.6,3.25,2.8,1423.391454669935,1468.9932480549191,-45.60179338498415,53.4,51.3,0.03936778279101949,0,0,0,0,-4,0,1.3333333333333333,1.3333333333333333
2015-03-22,2014,Sociedad,Cordoba,H,2,1.62,3.75,6.0,1549.3847015149586,1390.1394926276973,159.24520888726124,96.8,50.9,0.6336057868689289,2,1,1,5,2,-5,1.0,1.0
2015-03-22,2014,Villarreal,Sevilla,A,0,2.05,3.4,3.75,1616.9437485796736,1623.733077198301,-6.789328618627451,77.3,166.75,-0.7619271728550334,-1,0,0,-3,1,2,0.3333333333333333,2.3333333333333335
2015-04-03,2014,Eibar,Vallecano,A,0,2.5,3.3,2.9,1444.2339783110433,1480.616328442122,-36.38235013107874,29.4,46.1,-0.4378303926101963,0,0,0,0,-4,1,3.0,0.0
2015-04-04,2014,Sevilla,Ath Bilbao,H,2,1.75,3.75,4.75,1642.6634581498197,1589.1693409389459,53.49411721087381,166.75,10.0,2.7245795030534206,0,-3,0,1,2,5,0.3333333333333333,2.3333333333333335
2015-04-04,2014,Malaga,Sociedad,D,1,1.95,3.4,4.2,1530.7202299520175,1554.8918452504984,-24.1716152984809,82.8,96.8,-0.1544915695527349,-1,-3,0,-5,1,3,1.3333333333333333,1.3333333333333333
2015-04-04,2014,Almeria,Levante,A,0,2.1,3.25,3.75,1424.2532986356757,1432.7987871916528,-8.545488555977045,36.45,42.4,-0.14745273114313084,0,0,0,0,-3,-1,0.3333333333333333,2.3333333333333335
2015-04-04,2014,Cordoba,Ath Madrid,A,0,9.5,4.5,1.4,1384.6323488921576,1723.6707596037925,-339.0384107116349,50.9,308.8,-1.786608137810925,0,0,0,0,-5,2,0.0,3.0
2015-04-05,2014,Celta,Barcelona,A,0,7.5,5.0,1.4,1505.9767929244115,1800.76423687515,-294.7874439507384,49.9,603.8,-2.4750349013088457,-9,-11,-9,-9,0,3,1.0,2.0
2015-04-05,2014,Getafe,La Coruna,H,2,2.25,3.1,3.6,1448.6768753628332,1421.0619001108157,27.61497525201753,55.9,53.4,0.04493118727038814,0,0,-1,-1,-1,-3,2.3333333333333335,0.3333333333333333
2015-04-05,2014,Real Madrid,Granada,H,2,1.08,11.0,29.0,1767.5583827552314,1408.0607344949376,359.4976482602938,787.8,57.48,2.601827987846902,9,8,7,13,0,-2,3.0,0.0
2015-04-05,2014,Valencia,Villarreal,D,1,2.05,3.5,3.6,1672.2769979953748,1598.013367628155,74.26363036721978,230.0,77.3,1.0818701075250354,2,2,1,1,4,1,2.0,1.0
2015-04-06,2014,Espanol,Elche,D,1,1.67,3.6,5.75,1471.3228026140384,1452.4986288747293,18.824173739309117,51.3,44.6,0.13708865455053676,0,0,0,0,-1,-2,1.0,2.0
2015-04-07,2014,Levante,Sevilla,A,0,4.5,3.6,1.83,1451.6584611428657,1651.4365324395142,-199.77807129664848,42.4,166.75,-1.352015334745432,-1,0,0,-3,-1,4,1.6666666666666667,0.6666666666666666
2015-04-07,2014,Ath Madrid,Sociedad,H,2,1.3,5.25,11.0,1729.720249333965,1558.114610713902,171.60563862006302,308.8,96.8,1.1530023509419962,-2,-1,-1,-5,2,2,2.0,1.0
2015-04-07,2014,Eibar,Malaga,H,2,3.25,3.1,2.38,1426.5176732977354,1527.4974644886138,-100.97979119087836,29.4,82.8,-1.013990399075861,-1,2,-1,0,-4,0,0.0,3.0
2015-04-08,2014,La Coruna,Cordoba,D,1,1.75,3.4,5.5,1411.3363883616978,1378.582859161985,32.75352919971283,53.4,50.9,0.047045363690053854,0,0,0,0,-3,-5,1.0,1.0
2015-04-08,2014,Vallecano,Real Madrid,A,0,13.0,7.0,1.2,1498.33263345543,1769.5471677149583,-271.21453425952836,46.1,787.8,-2.8182398022660533,-9,-8,-7,-13,3,0,0.0,3.0
2015-04-08,2014,Barcelona,Almeria,H,2,1.05,13.0,41.0,1808.1374178448389,1405.3936246844628,402.7437931603761,603.8,36.45,2.7818911149020944,9,11,9,9,5,-3,3.0,0.0
